"Identification de la station","Nom de la station","Province/Territoire","Bassin","Latitude","Longitude","Agence d'exploitation","Calendrier d'opération","Mois de début","Mois de fin","Status"
"02OF006","WATOPEKA (RIVIERE) PRES DE LA RIVIERE SAINT-FRANCOIS","QC","02","45.58528","-71.97972","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OF008","WATOPEKA (RIVIERE) AU RESERVOIR DE WINDSOR","QC","02","45.58639","-71.97889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OF009","SAINT-FRANCOIS (RIVIERE) A BROMPTONVILLE","QC","02","45.47500","-71.93833","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OF010","SAINT-FRANCOIS (RIVIERE) AU BARRAGE LAROCQUE","QC","02","45.47806","-71.95306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OF014","SAINT-FRANCOIS (RIVIERE) A DRUMMONDVILLE","QC","02","45.91472","-72.49139","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OF015","BROMPTON (LAC)  À SAINT-DENIS-DE-BROMPTON","QC","02","45.46250","-72.13333","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OF019","SAINT-FRANCOIS (RIVIERE) A LA CENTRALE DE DRUMMONDVILLE","QC","02","45.88722","-72.48333","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02OF020","SAINT-GERMAIN (RIVIERE) AU PONT-ROUTE 122 À DRUMMONDVILLE","QC","02","45.87667","-72.51111","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OF021","CLEF (RUISSEAU DE LA) PRES DE LA RIVIERE SAINT-FRANCOIS-1","QC","02","45.46917","-71.96611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OF023","STUKELY (LAC) À ORFORD","QC","02","45.39444","-72.23056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OF027","STOKE (RIVIERE) A STOKE","QC","02","45.54028","-71.79917","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OF028","CLEF (RUISSEAU DE LA) PRES DE LA RIVIERE SAINT-FRANCOIS-2","QC","02","45.46861","-71.96694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OF029","SAINT-GERMAIN (RIVIERE) PRES DE DRUMMONDVILLE","QC","02","45.85667","-72.52111","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OG001","YAMASKA (RIVIERE) EN AVAL DU LAC BROME","QC","02","45.28444","-72.51028","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OG002","YAMASKA (RIVIERE) À FARNHAM","QC","02","45.28250","-72.96583","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OG005","YAMASKA (RIVIERE)","QC","02","45.62139","-72.95083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OG006","YAMASKA NORD (RIVIERE) A SAINT-ALPHONSE","QC","02","45.32417","-72.81222","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OG007","YAMASKA NORD (RIVIERE) A VAL-SHEFFORD","QC","02","45.41583","-72.62222","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OG009","YAMASKA NORD (RIVIERE) AU RESERVOIR CHOINIERE","QC","02","45.41917","-72.62500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OG010","YAMASKA (RIVIERE) EN AVAL DU BARRAGE A SAINT-HYACINTHE","QC","02","45.62167","-72.93944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OG011","YAMASKA NORD (RIVIERE) PRES DE WARDEN","QC","02","45.38389","-72.50167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OG012","YAMASKA NORD (RIVIERE) EN AMONT DU LAC WATERLOO","QC","02","45.32556","-72.50500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OG014","YAMASKA SUD-EST (RIVIERE) AU PONT-ROUTE 202 À COWANSVILLE","QC","02","45.20667","-72.74806","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02OG016","YAMASKA SUD-OUEST (RIVIERE) AU PONT-ROUTE A HONOREVILLE","QC","02","45.37639","-73.03056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OG017","NOIRE (RIVIERE) EN AVAL DU RUISSEAU BRANDY","QC","02","45.51139","-72.37528","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OG018","NOIRE (RIVIERE) EN AMONT DE LA ROUTE NO. 116","QC","02","45.63889","-72.65444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OG019","NOIRE (RIVIERE) À 7,6 KM DE LA YAMASKA","QC","02","45.49972","-72.90639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OG020","DELORME (RIVIERE) PRES DE LA RIVIERE YAMASKA","QC","02","45.67778","-72.91306","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OG021","BROME (LAC) A KNOWLTON","QC","02","45.24500","-72.49111","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OG022","BROME (LAC)(MOORE)","QC","02","45.24250","-72.54500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Divers",,,"Fermée"
"02OG023","BROME (LAC)(CHARBONNEAU)","QC","02","45.25722","-72.49639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Divers",,,"Fermée"
"02OG024","BROME (LAC) AU BARRAGE","QC","02","45.28389","-72.50917","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OG026","DAVID (RIVIERE) AU PONT-ROUTE À SAINT-DAVID","QC","02","45.95361","-72.85944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OG030","SHEFFORD A 3,9 KM DE LA YAMASKA NORD","QC","02","45.39583","-72.63472","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OG031","FOSTER A 1,6 KM EN AMONT DU LAC BROME","QC","02","45.27333","-72.48111","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OG032","JAUNE (RIVIERE) PRES DE LA RIVIERE NOIRE-1","QC","02","45.60667","-72.55194","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OG033","JAUNE (RIVIERE) PRES DE LA RIVIERE NOIRE-2","QC","02","45.60806","-72.55250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OG034","JAUNE (RIVIERE)","QC","02","45.58778","-72.50667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OG035","SAINT-LOUIS (RIVIERE) PRES DE LA RIVIERE YAMASKA","QC","02","46.01694","-72.93000","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OG036","SALVAIL (RIVIERE) PRES DE LA RIVIERE YAMASKA","QC","02","45.77417","-72.99111","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OG037","RUNNELS (RUISSEAU) PRES DE LA RIVIERE NOIRE","QC","02","45.52861","-72.53722","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OG038","WATERLOO (LAC) A WATERLOO","QC","02","45.33750","-72.51667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02OG039","YAMASKA SUD-EST (RIVIERE) PRES DE SON EMBOUCHURE","QC","02","45.27139","-72.92389","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OG040","YAMASKA SUD-EST (RIVIERE) A COWANSVILLE","QC","02","45.19111","-72.69639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OG041","NOIRE (RIVIERE) EN AMONT DU RUISSEAU AU RUNNETS","QC","02","45.61861","-72.60472","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OG042","YAMASKA NORD (RIVIERE) À 2,4 KM EN AMONT DE L'AUTOROUTE 10","QC","02","45.36444","-72.78444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02OG043","YAMASKA (RIVIERE) A SAINT-HYACINTHE","QC","02","45.62111","-72.94556","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OG044","WATERLOO (LAC) EN AMONT DU BARRAGE","QC","02","45.35056","-72.51667","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02OG045","YAMASKA NORD (RIVIERE) À 0,1 KM EN AVAL DU BARRAGE DU LAC WATERLOO","QC","02","45.34944","-72.51556","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OG046","CHIBOUET (RIVIERE) A 1,0 KM DE L'EMBOUCHURE","QC","02","45.79028","-72.86250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OG047","YAMASKA (RIVIERE) À 1,8 KM EN AVAL DU BARRAGE À SAINT-HYACINTHE","QC","02","45.62194","-72.93611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02OG048","NOIRE (RIVIERE) A 50M EN AMONT DU PONT-ROUTE MCDONALD","QC","02","45.62639","-72.58389","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OH001","CHAMPLAIN (LAC) A PHILIPSBURG","QC","02","45.03965","-73.07806","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","En service"
"02OH004","ARGENT (LAC D') A EASTMAIN","QC","02","45.30333","-72.32139","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OH006","MISSISQUOI-NORD (RIVIERE) A LA SORTIE DU LAC D'ARGENT","QC","02","45.30222","-72.32056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OH007","BROCHETS (RIVIERE AUX) A BEDFORD","QC","02","45.12278","-72.98778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02OH008","BROCHETS (RIVIERE AUX) À 0,7 KM EN AVAL DU RUISSEAU GROAT","QC","02","45.12250","-72.99444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02OH009","ORFORD (LAC)","QC","02","45.29583","-72.27778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OH011","CASTOR (RUISSEAU AU) A 1,2KM EN AMONT DE LA RIVIERE AUX BROCHETS","QC","02","45.11389","-73.08194","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier","JAN","DEC","Fermée"
"02OH012","MORPIONS (RIVIÈRE) À 3,1 KM EN AMONT DE LA RIVIÈRE AUX BROCHETS","QC","02","45.19840","-73.03280","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02OH013","AUX BROCHETS (RIVIÈRE) À NOTRE-DAME-DE-STANBRIDGE","QC","02","45.15870","-73.05070","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OH014","DE LA ROCHE (RIVIÈRE) À SAINT-ARMAND","QC","02","45.02190","-73.01620","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OH015","EWING (RIVIÈRE) À SAINT-PIERRE-DE-VÉRONNE-À PIKE-RIVER","QC","02","45.12530","-73.07730","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OJ001","RICHELIEU (RIVIERE) A SAINT-JEAN","QC","02","45.31333","-73.25167",,"Saisonnier",,,"Fermée"
"02OJ003","RICHELIEU (RIVIERE) PRES DE SAINT-OURS","QC","02","45.86444","-73.14639","TRANSPORTS CANADA","Continu",,,"Fermée"
"02OJ006","RICHELIEU (RIVIERE) A CANTIC","QC","02","45.06500","-73.32056","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OJ007","RICHELIEU (RIVIERE) AUX RAPIDES FRYERS","QC","02","45.39847","-73.25844","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","En service"
"02OJ012","RICHELIEU (RIVIERE) EN AMONT DU BARRAGE FRYERS","QC","02","45.39472","-73.25611","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OJ013","RICHELIEU (RIVIERE) EN AVAL DU BARRAGE FRYERS","QC","02","45.39500","-73.25611","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OJ016","RICHELIEU (RIVIERE) A LA MARINA DE SAINT-JEAN","QC","02","45.30231","-73.25012","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","En service"
"02OJ018","RICHELIEU (RIVIERE) AMONT ECLUSE ST-OURS","QC","02","45.86361","-73.14778","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02OJ020","SAINT-LAURENT (FLEUVE) A VERCHERES","QC","02","45.77889","-73.35750","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02OJ021","SAINT-LAURENT (FLEUVE) A CONTRECOEUR","QC","02","45.85806","-73.24028","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02OJ022","SAINT-LAURENT (FLEUVE) A SOREL","QC","02","46.04694","-73.11611","SCIENCES ET LEVÉS OCÉANIQUES (MDE) (CANADA)","Continu",,,"Fermée"
"02OJ023","HURONS (RIVIERE DES) EN AVAL DU RUISSEAU SAINT-LOUIS-1","QC","02","45.49083","-73.19139","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OJ024","HURONS (RIVIERE DES) EN AVAL DU RUISSEAU SAINT-LOUIS-2","QC","02","45.49028","-73.18694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02OJ026","L'ACADIE (RIVIERE) PRES DE L'AUTOROUTE NO. 10","QC","02","45.38972","-73.37083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02OJ027","SAINT-LAURENT (FLEUVE) A TRACY","QC","02","45.99611","-73.17444","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu","JAN","DEC","Fermée"
"02OJ031","RICHELIEU (RIVIERE) A BELOEIL","QC","02","45.57000","-73.20000","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02OJ032","SAINT-LAURENT (FLEUVE) A SOREL (INCLUANT RICHELIEU)","QC","02","46.05000","-73.12000","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OJ033","SAINT-LAURENT (FLEUVE) A SOREL (SANS RICHELIEU)","QC","02","46.05000","-73.12000","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02OJ034","SAINT-LAURENT (FLEUVE) A CONTRECOEUR IOC","QC","02","45.83250","-73.28306","SCIENCES ET LEVÉS OCÉANIQUES (MDE) (CANADA)","Continu",,,"Fermée"
"02PA001","BATISCAN (RIVIERE) PRES DE LA RIVIERE DES ENVIES","QC","02","46.61028","-72.38333","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PA002","PIERRE (RIVIERE A) PRES DE RIVIERE A PIERRE","QC","02","46.99028","-72.18389","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PA003","BATISCAN (RIVIERE) A LA CENTRALE DE SAINT-NARCISSE","QC","02","46.54861","-72.41028","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02PA005","SAINT-LAURENT (FLEUVE) A BATISCAN","QC","02","46.50056","-72.24694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PA006","BATISCAN (RIVIERE) EN AMONT DE LA RIVIERE A PIERRE","QC","02","47.04028","-72.27944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PA007","BATISCAN (RIVIERE) À 3,4 KM EN AVAL DE LA RIVIÈRE DES ENVIES","QC","02","46.58361","-72.40472","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PA009","SABLES (LAC AUX)","QC","02","46.86806","-72.38889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PB001","SAINTE-ANNE (RIVIERE) PRES DE SAINT-CASIMIR","QC","02","46.67694","-72.09639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PB002","SAINTE-ANNE (RIVIERE) A LA CENTRALE DE SAINT-ALBAN","QC","02","46.70694","-72.08333","COMMISSION HYDROÉLECTRIQUE DU QUÉBEC","Continu",,,"Fermée"
"02PB003","SAINTE-ANNE (RIVIERE) EN AMONT DU BRAS DU NORD NO. 1","QC","02","46.88944","-71.83694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PB004","SAINTE-ANNE (RIVIERE) (BRAS DU NORD DE LA)","QC","02","46.91611","-71.85861","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Divers",,,"Fermée"
"02PB005","SAINTE-ANNE (RIVIERE) EN AMONT DU BRAS DU NORD NO. 2","QC","02","46.91083","-71.82694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PB006","SAINTE-ANNE (RIVIERE) (BRAS DU NORD DE LA) EN AMONT","QC","02","46.97167","-71.85444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PB007","SAINTE-ANNE (RIVIERE) EN AVAL DE LA RIVIERE VERTE","QC","02","46.94778","-71.79917","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PB008","SAINTE-ANNE (RIVIERE) PRES DE SAINT-RAYMOND-1","QC","02","46.88667","-71.85639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PB019","SAINTE-ANNE (RIVIERE) À 1,3 KM EN AVAL DU BARRAGE À CHUTE-PANET","QC","02","46.85278","-71.87750","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PB020","SAINTE-ANNE (RIVIERE) A CHUTE-PANET-2","QC","02","46.86167","-71.87167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PB024","TALAYARDE (RIVIERE)","QC","02","46.99750","-71.74333","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PB025","NEILSON (RIVIERE) A LA SORTIE DU LAC NEILSON","QC","02","47.19639","-71.78083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PB026","TOURILLI (RIVIERE) A LA SORTIE DU LAC CHARLOT","QC","02","47.21278","-71.53167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PB033","NOIRE (RIVIERE) PRES DU LAC LONG","QC","02","46.81333","-72.10056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PB034","NOIRE (RIVIERE) PRES DE LA RIVIERE SAINTE-ANNE","QC","02","46.66528","-72.12694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PB036","BLANC (LAC)","QC","02","46.82000","-72.25694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PB037","SAINTE-ANNE (RIVIERE) A LA PERADE-1","QC","02","46.62639","-72.20000","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PC002","JACQUES-CARTIER (RIVIERE) EN AVAL DU PONT DU CHEMIN GOSFORD","QC","02","46.88972","-71.52722","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PC004","JACQUES-CARTIER (RIVIERE) AU RESERVOIR JACQUES-CARTIER","QC","02","47.53611","-71.22417","COMPAGNIE DE PÂTES ET PAPIERS DOMTAR","Continu",,,"Fermée"
"02PC005","SAINT-LAURENT (FLEUVE) A GRONDINES","QC","02","46.58528","-72.03889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PC009","PORTNEUF (RIVIERE) PRES DE PORTNEUF","QC","02","46.70917","-71.87472","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PC010","ONTARITZI (RIVIÈRE) À 0,2 KM EN AVAL DU BARRAGE DU LAC SAINT-JOSEPH","QC","02","46.86750","-71.63944","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PC011","PINS (RIVIERE AUX) AU LAC SAINT-JOSEPH","QC","02","46.86778","-71.64083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PC012","PINS (RIVIERE AUX) PRES DE LA RIVIERE JACQUES-CARTIER","QC","02","46.85556","-71.62139","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PC013","VALOIS (LAC)","QC","02","47.51083","-71.33056","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PC014","CHAMPLAIN (LAC)","QC","02","47.47083","-71.46278","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PC015","TANTARE (LAC)","QC","02","47.06028","-71.53444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PC016","POMMES (RIVIERE AUX)","QC","02","46.70694","-71.67083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PC017","PORTNEUF (RIVIÈRE) À 7,5 KM DE SON EMBOUCHURE","QC","02","46.72775","-71.84105","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PC018","DECHARGE DU LAC CLAIR","QC","02","46.96444","-71.66806","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PC019","AUX POMMES  (RIVIERE) A 1.6KM EN AVAL DE LA NOIRE","QC","02","46.69583","-71.68889","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","En service"
"02PC020","LA CHEVROTIÈRE (RIVIÈRE) SUR LA ROUTE DU MOULIN","QC","02","46.73750","-72.00130","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PD001","MONTMORENCY (RIVIERE)","QC","02","46.98500","-71.19722","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Saisonnier",,,"Fermée"
"02PD002","MONTMORENCY (RIVIERE) À 0,6 KM EN AVAL DU BARRAGE DES MARCHES NATURELLES","QC","02","46.89417","-71.15139","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PD004","MONTMORENCY (RIVIERE) EN AMONT DE LA RIVIERE BLANCHE","QC","02","47.25917","-71.13694","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PD005","MONTMORENCY (RIVIERE) EN AVAL DU RUISSEAU DES BRULES","QC","02","47.40556","-71.18611","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PD006","NOIRE (RIVIERE) PRES DE LA RIVIERE MONTMORENCY","QC","02","47.32667","-71.10278","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PD007","SAINT-CHARLES (RIVIERE) AU RESERVOIR SAINT-CHARLES","QC","02","46.91083","-71.37222","VILLE DE QUEBEC","Continu",,,"Fermée"
"02PD008","SAINT-CHARLES (RIVIERE) AU BARRAGE DE CHATEAU D'EAU","QC","02","46.86028","-71.36583","VILLE DE QUEBEC","Continu",,,"Fermée"
"02PD009","SAINT-CHARLES (RIVIERE) A LORETTEVILLE","QC","02","46.84111","-71.34250","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PD010","SAINT-CHARLES (RIVIERE) À 0,8 KM  EN AMONT DE LA RIVIERE LORETTE","QC","02","46.81417","-71.31750","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PD011","LORETTE (RIVIERE) A LES SAULES","QC","02","46.80139","-71.33444","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PD012","EAUX VOLEES (RUISSEAU DES) EN AMONT DU CHEMIN DU BELVÉDÈRE","QC","02","47.27167","-71.16139","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PD013","EAUX VOLEES (RUISSEAU DES) PRES DE LA RIVIERE MONTMORENCY","QC","02","47.27083","-71.13778","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PD014","AULNAIES OUEST (RUISSEAU DES) EN AMONT DU CHEMIN DU BELVÉDÈRE","QC","02","47.28944","-71.16167","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PD015","AULNAIES (RUISSEAU DES) PRES DU RUISSEAU DES EAUX VOLEES","QC","02","47.27250","-71.16083","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
"02PD016","CAP-ROUGE (RIVIERE DU)","QC","02","46.76417","-71.35806","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"Fermée"
"02PD017","LAFLAMME (LAC) A LA FORET DE MONTMORENCY","QC","02","47.32361","-71.12639","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02PD018","LAFLAMME (RUISSEAU) A LA SORTIE DU LAC LAFLAMME","QC","02","47.32417","-71.12694","RELEVÉS HYDROLOGIQUES DU CANADA (MDE) (CANADA)","Continu",,,"Fermée"
"02PD020","LAC DES NEIGES","QC","02","47.37500","-71.02639","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu","JAN","DEC","Fermée"
"02PD023","NELSON (RIVIÈRE) A VAL-BÉLAIR À QUÉBEC","QC","02","46.86830","-71.42500","MINISTERE DE L'ENVIRONNEMENT DU QUEBEC","Continu",,,"En service"
